Country,Name,Lat,Lon,Population
Mexico,Degollado,20.4667,-102.15,21226
United Kingdom,Hornsey,51.587,-0.118,12659
United States,Herndon,38.9699,-77.3867,24601
France,Juvisy-sur-Orge,48.6883,2.3775,17007
United Kingdom,Falmouth,50.15,-5.07,21797
United Kingdom,Royton,53.566,-2.121,21284
Japan,Kasamatsuch?,35.3672,136.7633,22415
Japan,Kanmaki,34.5628,135.7167,21145
Philippines,General Emilio Aguinaldo,14.1833,120.8,22220
France,Vélizy-Villacoublay,48.7834,2.1834,22036
France,Chevilly-Larue,48.7664,2.3533,19863
Mexico,Chiconcuac,19.55,-98.9,19656
Portugal,Falagueira,38.759,-9.2199,14530
Egypt,Sh?r?nah,28.594,30.8516,22221
United States,Rockville Centre,40.6644,-73.6383,24550
United Kingdom,Linslade,51.9243,-0.6774,21590
France,La Celle-Saint-Cloud,48.8411,2.1344,20966
Thailand,Lop Buri,14.8,100.6269,24166
United States,Suitland,38.8492,-76.9225,24522
United Kingdom,Newquay,50.412,-5.0757,20342
Israel,Gan Yavne,31.7886,34.7053,22453
Italy,Cormano,45.55,9.1667,20019
United Kingdom,Plumstead,51.49,0.09,16736
United States,Watauga,32.8718,-97.2515,24481
Mexico,Cotija de la Paz,19.81,-102.7047,19018
Ireland,Carlow,52.8306,-6.9317,24272
France,Saint-Pol-sur-Mer,51.0314,2.3439,20479
Portugal,São João da Madeira,40.9,-8.5,21713
United States,Ashland,37.6942,-122.1159,24430
Senegal,Fatick,14.3167,-16.4167,24243
France,Garches,48.8456,2.1869,17762
United Kingdom,Chesham,51.712,-0.612,21483
United States,Woodlawn,38.7332,-77.1149,24351
United States,Lodi,40.8784,-74.0814,24347
Argentina,Villa Sarmiento,-34.6333,-58.5667,17481
United States,San Fernando,34.2886,-118.4363,24322
Thailand,Chanthaburi,12.6086,102.1039,23835
China,Xingangli,39.9101,119.5468,19751
United States,Peekskill,41.2883,-73.9227,24295
United States,Mill Creek East,47.836,-122.1877,24291
China,Dongta,38.0824,106.339,22040
United States,Tysons,38.9215,-77.2273,24261
Italy,Frattaminore,40.9556,14.2708,16131
Latvia,Valmiera,57.5381,25.4231,22971
United Kingdom,Newton in Makerfield,53.45,-2.633,22114
United States,Bailey's Crossroads,38.8477,-77.1305,24180
Serbia,Vrbas,45.5697,19.6378,24112
Italy,Grumo Nevano,40.9333,14.2667,17939
United Kingdom,Neath,51.66,-3.81,19258
Sweden,Huskvarna,57.7919,14.2756,22000
Mauritania,Atar,20.5167,-13.05,24021
Mexico,Motul,21.1667,-89.4667,21508
United States,Elmwood Park,41.9225,-87.8163,24098
United States,Oak Ridge,28.4727,-81.4169,24004
United Kingdom,Renfrew,55.8791,-4.3868,21854
France,Dammarie-lè-Lys,48.5177,2.6402,21835
Italy,Senago,45.5833,9.1333,21500
Israel,Qalansuwa,32.285,34.9811,21451
United Kingdom,Horwich,53.592,-2.54,20067
France,Hellemmes-Lille,50.6283,3.11,18437
Congo (Brazzaville),Owando,-0.4833,15.9,23952
United Kingdom,Cottingham,53.7822,-0.4136,17164
United Kingdom,Southgate,51.6316,-0.1265,14454
Ecuador,Guaranda,-1.6056,-79.0031,23874
France,Villeneuve-le-Roi,48.7333,2.4167,21384
France,Le Bourget,48.9344,2.4244,16139
Tanzania,Kibaha,-6.7586,38.9289,23050
France,Mantes-la-Ville,48.975,1.7117,20452
France,Saint-Maurice,48.8183,2.4347,14001
Egypt,Ban? Murr,27.2272,31.1944,20065
France,Chilly-Mazarin,48.7025,2.3125,20181
United Kingdom,Tewkesbury,51.99,-2.16,19778
Thailand,Satun,6.6147,100.0681,23612
France,Saint-Michel-sur-Orge,48.6325,2.3028,19965
Thailand,Phetchaburi,13.1119,99.9458,23235
United States,Valinda,34.0401,-117.93,23705
Italy,Novate Milanese,45.5333,9.1333,20003
Russia,Kudrovo,59.9086,30.5136,13501
United States,North Lynnwood,47.8533,-122.2762,23620
United States,Rosemont,38.5477,-121.3553,23602
United Kingdom,Southbourne,50.722,-1.798,18960
United Kingdom,Peterlee,54.76,-1.33,20164
United Kingdom,Kirkstall,53.816,-1.602,20673
United Kingdom,Penzance,50.119,-5.537,21200
United States,Cudahy,33.9631,-118.183,23569
United States,Copiague,40.6728,-73.3932,23561
United Kingdom,Shoreham-by-Sea,50.834,-0.273,20547
United States,Winter Gardens,32.8376,-116.9268,23545
Japan,Yonabaru,26.1994,127.7547,19735
United Kingdom,Seaham,54.84,-1.34,20172
Switzerland,Allschwil,47.5508,7.5358,21150
Spain,Alfafar,39.4222,-0.3906,21395
Malawi,Nkhata Bay,-11.6333,34.3,22108
United States,Hialeah Gardens,25.8878,-80.3569,23474
France,Wasquehal,50.6694,3.1308,20479
Ukraine,Sukhodilsk,48.35,39.7167,21324
France,Coudekerque-Branche,51.0253,2.3917,21134
United States,Carteret,40.5848,-74.2284,23408
Switzerland,Opfikon,47.4331,8.5719,19864
Ecuador,Tena,-0.989,-77.8159,23307
United States,West Puente Valley,34.0512,-117.9681,23382
Mexico,Peto,20.1256,-88.9214,19821
United Kingdom,Biddulph,53.12,-2.17,19892
United Kingdom,Killingworth,55.0318,-1.5557,20079
Mexico,Loreto,26.0128,-111.3433,20385
Ireland,Naas,53.2158,-6.6669,21393
Portugal,Sacavém,38.7944,-9.1053,18469
United Kingdom,Caterham,51.2803,-0.0816,21030
Switzerland,Nyon,46.382,6.2389,20272
France,Achères,48.9602,2.0684,21017
Mexico,Ciudad Miguel Alemán,26.4003,-99.0253,19998
United Kingdom,Bellshill,55.8165,-4.0262,20650
Malta,Mosta,35.9,14.4333,20241
United Kingdom,Worcester Park,51.3752,-0.239,16031
United States,Maywood,41.8798,-87.8442,23158
United Kingdom,Davyhulme,53.4559,-2.3683,19634
France,Fleury-les-Aubrais,47.9512,1.8745,21026
Germany,Gröbenzell,48.2,11.3667,19967
Mexico,Hidalgotitlán,17.7833,-94.6333,19587
Egypt,Sunb??,30.8057,31.207,20599
France,Ronchin,50.6047,3.0878,19477
United States,Monsey,41.1181,-74.0681,23055
Latvia,Ogre,56.8169,24.6047,22978
Ireland,Kilkenny,52.6477,-7.2561,22179
United Kingdom,Alloa,56.116,-3.793,20730
Switzerland,Aarau,47.3923,8.0446,21268
United States,West Rancho Dominguez,33.9057,-118.2682,22901
United States,Blue Island,41.6578,-87.6812,22899
Kenya,Lamu,-2.2686,40.9003,18382
Azerbaijan,Bil?suvar,39.4481,48.5428,22800
Burundi,Kayanza,-2.9221,29.6293,21767
Italy,Monserrato,39.2568,9.1387,19771
Mexico,Zaragoza,19.7728,-97.5567,16173
France,Soisy-sous-Montmorency,48.9878,2.2997,18243
Italy,Trentola,40.9762,14.1773,19844
Congo (Brazzaville),Sibiti,-3.6833,13.35,22811
United States,Willowbrook,33.9199,-118.2362,22811
United Kingdom,Llandudno,53.325,-3.826,20701
France,Saint-Cyr-l’École,48.8003,2.0625,19011
Mexico,Zimatlán de Álvarez,16.8667,-96.7833,19849
Jamaica,Savanna-la-Mar,18.2167,-78.1333,22600
Congo (Brazzaville),Madingou,-4.1536,13.55,22760
United Kingdom,Bathgate,55.9024,-3.6431,20363
Malawi,Mzimba,-11.9,33.6,19308
Central African Republic,Sibut,5.7378,19.0867,22419
France,Nogent-sur-Oise,49.2756,2.4683,20033
United Kingdom,Rothwell,53.7485,-1.478,20354
United Kingdom,Goodmayes,51.5584,0.1119,13069
Lithuania,K?dainiai,55.2833,23.9667,22682
United States,Ives Estates,25.9632,-80.183,22707
Mongolia,Uliastay,47.7417,96.8444,22006
United Kingdom,Burnham-on-Sea,51.2376,-2.9935,19576
Morocco,Ahfir,34.9514,-2.1025,19630
Latvia,J?kabpils,56.4975,25.8664,21629
Austria,Mödling,48.0856,16.2831,20555
Italy,Ischia,40.75,13.95,20118
United Kingdom,Quedgeley,51.825,-2.28,17519
Uganda,Kayunga,0.7025,32.8886,21704
United Kingdom,Dukinfield,53.4739,-2.0828,19306
Malawi,Mulanje,-16.0316,35.5,20870
United States,Landover,38.9241,-76.8875,22553
Mexico,Mecayapan,18.2167,-94.8333,17312
United Kingdom,Prestatyn,53.331,-3.405,18849
Guinea-Bissau,Bafatá,12.1719,-14.6575,22501
United Kingdom,Dingle,53.3774,-2.9613,13246
Thailand,Phichit,16.4431,100.3467,22299
Malta,Saint Paul’s Bay,35.9483,14.4017,21046
France,Montereau-faut-Yonne,48.3853,2.9508,20206
Gabon,Mouila,-1.8667,11.055,22469
United States,The Crossings,25.6708,-80.4018,22441
Mexico,Tepatlaxco,19.0667,-97.9667,17472
France,Saint-Fons,45.7086,4.8533,19254
Thailand,Loei,17.4853,101.7307,22339
United States,Millbrae,37.5994,-122.4023,22394
United Kingdom,East Barnet,51.643,-0.163,16137
Morocco,Oulad Fraj,32.9667,-8.2333,19752
United Kingdom,Molesey,51.401,-0.363,19088
Central African Republic,Mbaïki,3.8833,18,22166
Moldova,Soroca,48.1558,28.2975,22196
Italy,Arese,45.5531,9.0775,19347
Malta,Fgura,35.8703,14.5133,11670
Malawi,Nsanje,-16.9167,35.2667,21774
Italy,Cercola,40.8667,14.35,18007
France,Lingolsheim,48.5575,7.6831,18930
United Kingdom,Connahs Quay,53.2179,-3.0573,16774
United Kingdom,Truro,50.26,-5.051,18766
Cabo Verde,São Filipe,14.8951,-24.5004,22227
China,Fengdeng,38.5515,106.2465,12922
Thailand,Phetchabun,16.4169,101.1533,22121
Italy,Sant’Antonio Abate,40.7333,14.55,19704
United Kingdom,Liversedge,53.7067,-1.69,19420
Uruguay,Bella Unión,-30.26,-57.5992,19100
France,Cran-Gévrier,45.9036,6.1039,18330
Paraguay,Caacupé,-25.387,-57.14,21696
United Kingdom,Antrim,54.7173,-6.2055,19986
France,Fâches-Thumesnil,50.5989,3.0736,18165
Mexico,Fortín de las Flores,18.9,-97,18965
United States,West Carson,33.8229,-118.2931,22079
Colombia,Mocoa,1.1492,-76.6464,22035
Lithuania,Telšiai,55.9833,22.25,22039
Belgium,Assebroek,51.1964,3.2536,19737
United Kingdom,Linlithgow,55.9791,-3.6105,19000
United Kingdom,Keynsham,51.4135,-2.4968,16641
United States,Lealman,27.8197,-82.6847,22034
Sri Lanka,Kegalle,7.2531,80.3453,17962
France,Éragny,49.0172,2.0914,18162
Libya,Gh?t,24.95,10.3167,22000
United States,Hayesville,44.9794,-122.9739,21979
France,Bry-sur-Marne,48.8411,2.5222,16919
United Kingdom,Moreton,53.401,-3.111,17670
United States,Hillside,40.6961,-74.2286,21928
United Kingdom,Bedlington,55.133,-1.583,18470
Switzerland,Reinach,47.4936,7.5908,19144
Jordan,Al Karak,31.1833,35.7,21678
United States,Jasmine Estates,28.293,-82.6907,21865
Canada,Saint-Lambert,45.5,-73.5167,21861
United Kingdom,Woodhouse,53.358,-1.373,17450
Argentina,Aldo Bonzi,-34.7083,-58.5181,18175
United Kingdom,Westbury,51.26,-2.191,16989
United Kingdom,Hadleigh,51.5535,0.6095,18300
Japan,Kitagata,35.4369,136.6861,18308
France,Moulins,46.5647,3.3325,19563
Papua New Guinea,Goroka,-6.0833,145.3833,21507
United States,Lennox,33.938,-118.3586,21818
United Kingdom,Kew Green,51.5308,-0.2248,14915
United States,Roselle,40.6527,-74.2599,21811
United States,Sunny Isles Beach,25.9385,-80.1246,21804
United States,Massapequa,40.6676,-73.4706,21784
France,Chamalières,45.7736,3.0669,17210
United Kingdom,Calne,51.438,-2.005,17274
Uruguay,Carmelo,-33.9999,-58.2847,18041
Mexico,Acatlán de Osorio,18.2086,-98.0575,18879
France,Mont-Saint-Aignan,49.4625,1.0872,19262
Spain,Calella,41.6169,2.6642,19277
United States,North Bay Shore,40.7601,-73.2618,21679
United Kingdom,Nantwich,53.067,-2.522,17424
United States,Kapolei,21.3403,-158.0665,21674
Costa Rica,Alajuelita,9.9035,-84.0996,12247
Thailand,Nong Bua Lamphu,17.2042,102.4444,21528
Armenia,Ashtarak,40.3,44.4,21600
United Kingdom,Abbots Langley,51.701,-0.416,19574
Kosovo,Obiliq,42.69,21.0778,21549
United States,Dover,40.002,-76.8699,21605
United States,Hamtramck,42.3954,-83.056,21599
France,Chennevières-sur-Marne,48.7983,2.5339,18142
United Kingdom,Hampton,51.422,-0.367,19372
France,Le Pecq,48.8967,2.1061,15949
Lithuania,Taurag?,55.2514,22.2903,21516
Azerbaijan,Hac?qabul,40.0375,48.935,21504
Mexico,Ayutla de los Libres,16.9,-99.2167,15370
Switzerland,Schlieren,47.3989,8.4497,18666
United States,McNair,38.9513,-77.4116,21485
United Kingdom,Johnstone,55.8346,-4.5027,16625
Central African Republic,Bozoum,6.3172,16.3783,20665
Malawi,Mchinji,-13.8167,32.9,18305
Switzerland,Pully,46.5167,6.6667,18313
United Kingdom,Patcham,50.864,-0.15,14277
United Kingdom,Dawlish,50.581,-3.466,15954
Armenia,Artashat,39.9539,44.5506,21300
Croatia,Virovitica,45.8333,17.3833,21291
Mexico,Tatahuicapan,18.25,-94.7667,15614
El Salvador,San Francisco,13.7,-88.1,21049
United Kingdom,Mickleover,52.901,-1.552,18000
United Kingdom,Redhill,51.2393,-0.1726,18163
France,Vauréal,49.03,2.0214,16575
Kenya,Maralal,1.1,36.7,20841
United States,Mountlake Terrace,47.7921,-122.3076,21338
United Kingdom,Hebburn,54.9718,-1.5128,16492
France,Bonneuil-sur-Marne,48.7742,2.4875,18045
Brazil,Caiapônia,-16.9569,-51.81,19107
United States,North Plainfield,40.6209,-74.4386,21289
France,Le Raincy,48.8992,2.5231,14708
Lithuania,Ukmerg?,55.2667,24.75,21226
Uruguay,Santa Lucía,-34.4525,-56.3964,16742
Djibouti,Obock,11.9667,43.2833,21200
Moldova,Orhei,47.3831,28.8231,21065
Italy,Bovisio Masciago,45.6167,9.15,16929
Switzerland,Adliswil,47.3122,8.5256,18731
Honduras,La Esperanza,14.3,-88.1833,21000
Angola,Luena,-11.79,19.9,21115
France,Viroflay,48.8,2.1722,16406
Belgium,Boom,51.0875,4.3667,18555
Spain,Sant Just Desvern,41.3833,2.075,18670
France,Bischheim,48.6139,7.7519,17137
Switzerland,Thalwil,47.2953,8.5647,17784
United Kingdom,Horsforth,53.8341,-1.6429,18895
United States,Sweetwater,25.7786,-80.376,20994
Spain,El Astillero,43.4017,-3.8194,18134
United Kingdom,Hednesford,52.7115,-2.0006,17343
Puerto Rico,Guayama,17.9744,-66.1104,20913
Mexico,Pajapan,18.2667,-94.6833,17480
Spain,Malgrat de Mar,41.6456,2.7428,18772
Germany,Wolfratshausen,47.9133,11.4278,18836
Congo (Brazzaville),Impfondo,1.6333,18.0667,20859
Azerbaijan,Quba,41.3653,48.5264,20791
United Kingdom,Birstall,53.7343,-1.6609,16298
United Kingdom,Moston,53.5156,-2.1848,14518
United Kingdom,Staines-upon-Thames,51.433,-0.517,18484
Armenia,Gavarr,40.3667,45.1333,20765
Uruguay,Dolores,-33.5333,-58.2167,15753
Japan,Tadaoka-higashi,34.4869,135.4011,16628
Mexico,Técpan de Galeana,17.25,-100.6833,14638
France,Écully,45.7744,4.7775,18587
Mexico,Chemax,20.655,-87.9372,14885
Mexico,El Rosario,22.9922,-105.8572,16002
United Kingdom,Wibsey,53.7672,-1.7728,14671
Uruguay,Canelones,-34.5228,-56.2778,19865
United States,North Bellmore,40.6904,-73.539,20718
United States,Palisades Park,40.8472,-73.9967,20715
Italy,Aci Castello,37.55,15.15,18577
Azerbaijan,?smay?ll?,40.7839,48.1439,20660
Chad,Ati,13.2139,18.3403,20695
Mexico,El Dorado,24.3228,-107.363,17365
Thailand,Nan,18.7893,100.7766,20595
United Kingdom,Cowley,51.733,-1.215,16500
Serbia,?uprija,43.9231,21.3686,20585
Mexico,Palau,27.9167,-101.4167,16133
United Kingdom,Porthcawl,51.48,-3.69,16005
United Kingdom,New Brighton,53.432,-3.049,15149
Italy,Vimodrone,45.5139,9.2844,17016
United Kingdom,Bingley,53.8509,-1.838,15925
Thailand,Yasothon,15.7883,104.1506,20414
United States,South El Monte,34.0493,-118.0484,20574
United Kingdom,Belgrave,52.6566,-1.1262,11558
Armenia,Ijevan,40.8756,45.1492,20509
United Kingdom,Baguley,53.399,-2.276,14794
United Kingdom,Warminster,51.205,-2.181,17490
Italy,Beinasco,45.0228,7.5878,17856
Switzerland,Ostermundigen,46.9553,7.4833,17546
Tunisia,Zaghouan,36.4028,10.1433,20387
United Kingdom,West Derby,53.4338,-2.907,14382
United Kingdom,Haslingden,53.705,-2.328,16849
France,Les Clayes-sous-Bois,48.8206,1.9836,17560
Burundi,Bubanza,-3.0833,29.4,20031
United States,Columbia Heights,45.0484,-93.2472,20427
United Kingdom,Sunbury,51.423,-0.424,18041
United Kingdom,Stoke Gifford,51.517,-2.548,15494
United Kingdom,Nailsea,51.43,-2.76,15630
United Kingdom,Cleckheaton,53.725,-1.719,16622
Nicaragua,Somoto,13.4833,-86.5833,20300
Serbia,Senta,45.9314,20.09,20302
United Kingdom,Shirley,51.3813,-0.0543,14296
United Kingdom,Leagrave,51.903,-0.466,12910
United States,Lomita,33.7933,-118.3175,20320
United Kingdom,Cosham,50.8424,-1.066,13830
United Kingdom,Enfield Lock,51.6686,-0.026,16469
United States,Bayshore Gardens,27.4345,-82.5794,20287
Azerbaijan,A?su,40.5708,48.3928,20200
Azerbaijan,A?stafa,41.1167,45.45,20200
Egypt,Ban? ?asan ash Shur?q,27.9314,30.8753,18218
United Kingdom,Harwich,51.934,1.266,17684
United Kingdom,Saffron Walden,52.022,0.243,15504
United Kingdom,Basford,52.978,-1.169,16207
France,Maurepas,48.7628,1.9456,18019
Moldova,Comrat,46.3003,28.6572,20113
Guatemala,Guastatoya,14.8539,-90.0686,20050
Canada,Kirkland,45.45,-73.8667,20151
Malta,Qormi,35.8794,14.4722,16779
Mongolia,Arvayheer,46.2639,102.775,20000
United Kingdom,Tyldesley,53.5166,-2.4667,16142
Ireland,Sligo,54.2667,-8.4833,19452
United States,Harrison,40.7431,-74.1531,20061
Italy,Cattolica,43.9584,12.7386,17177
United Kingdom,Hilsea,50.83,-1.07,13552
United States,West Chester,39.9601,-75.6058,20029
Myanmar,Hakha,22.65,93.6167,20000
Uganda,Mubende,0.5904,31.37,18936
Montenegro,Ulcinj,41.9236,19.2056,19921
Mauritania,Tidjikja,18.55,-11.4166,19981
United States,South San Jose Hills,34.0123,-117.9041,19977
United States,Elmwood Park,40.905,-74.1201,19966
Netherlands,Kralingse Veer,51.9249,4.5071,16673
France,Floirac,44.8364,-0.5258,17882
United Kingdom,Stone,52.9,-2.15,16385
Switzerland,Morges,46.5094,6.4986,15838
United Kingdom,The Mumbles,51.573,-3.9992,16600
Canada,Westmount,45.4833,-73.6,19931
Ukraine,Kotsyubyns’ke,50.4883,30.3331,16337
United Kingdom,Fazakerley,53.4676,-2.9408,16786
United Kingdom,Maldon,51.7318,0.6758,14220
Mongolia,Saynshand,44.8917,110.1367,19891
United Kingdom,Wombwell,53.516,-1.4,15316
Kenya,Eldama Ravine,0.0504,35.72,17581
United States,West Hempstead,40.6959,-73.6507,19864
United Kingdom,Tilbury,51.4606,0.3582,12450
Mexico,Ciudad de Huitzuco,18.3,-99.35,16025
Mexico,La Cruz,23.9214,-106.8919,15657
Mexico,Tlaxcala,19.3191,-98.1998,14692
United Kingdom,Larkhall,55.737,-3.972,14951
Belgium,Wondelgem,51.0889,3.7131,16932
Mexico,Tecuala,22.4004,-105.46,14921
Colombia,Inírida,3.8708,-67.9211,19816
Egypt,Biyahm?,29.3696,30.8538,17486
Cabo Verde,Ribeira Grande,17.1833,-25.0667,18890
United States,Norwood,39.1605,-84.4535,19776
Mexico,Ciudad Guadalupe Victoria,24.4497,-104.1225,16506
Papua New Guinea,Kavieng,-2.5667,150.8,19728
United States,Franconia,38.7682,-77.1587,19720
United Kingdom,Clayton,53.782,-1.8135,16982
United States,Albany,37.8898,-122.3018,19696
United States,La Crescenta-Montrose,34.2322,-118.2353,19689
Georgia,Telavi,41.9167,45.4833,19629
Guinea,Faranah,10.0404,-10.75,19469
Thailand,Phra Pradaeng,13.659,100.5329,10190
United Kingdom,Milton,53.05,-2.142,17250
Mexico,Santa Catarina Juquila,16.2364,-97.2919,15987
United Kingdom,Kidbrooke,51.465,0.033,14300
United Kingdom,Shipley,53.833,-1.777,15483
Albania,Lezhë,41.7805,19.6434,15510
France,Lons-le-Saunier,46.6744,5.5539,17320
Mexico,Santiago Tulantepec,20.0397,-98.3575,16078
United States,Central Falls,41.89,-71.3934,19568
United Kingdom,Whickham,54.9456,-1.6726,16652
Mexico,Rodolfo Sánchez Taboada,31.7958,-116.5911,15038
Kenya,Kapsabet,0.2,35.1,17918
United Kingdom,Deysbrook,53.429,-2.934,14490
United States,Langley Park,38.9897,-76.9808,19520
Canada,Mont-Royal,45.5161,-73.6431,19503
United States,Schofield Barracks,21.4936,-158.0617,19499
Mexico,Ciudad Hidalgo,14.6792,-92.1497,14606
Mexico,Cárdenas,22.0103,-99.6522,15331
United Kingdom,Barton upon Irwell,53.476,-2.36,12462
Switzerland,Solothurn,47.2081,7.5375,16777
United States,Lynbrook,40.6579,-73.6742,19448
Philippines,Lagawe,16.8167,121.1,19333
Chad,Laï,9.4,16.3,19382
United Kingdom,Bonnyrigg,55.8747,-3.1031,15677
Montenegro,Budva,42.2847,18.8453,19218
Vietnam,S?n La,21.327,103.9141,19054
France,Arnouville-lès-Gonesse,48.9872,2.4167,14329
Gabon,Tchibanga,-2.9331,10.9831,19365
Thailand,Ban Rawai,7.7707,98.3185,16988
Egypt,Al Mad?m?d,25.7333,32.7125,15091
Spain,Canovellas,41.6176,2.2814,16829
Ecuador,Macas,-2.3,-78.1167,18984
United Kingdom,Partick,55.8699,-4.3125,8884
United Kingdom,Netherton,52.4908,-2.0835,15017
United States,Hermosa Beach,33.8654,-118.3966,19320
Niger,Tillabéri,14.212,1.4531,19262
United Kingdom,Seacroft,53.8222,-1.4599,14246
Mexico,Tepoztlán,18.9853,-99.0997,14130
Italy,Brusciano,40.9224,14.4239,16371
Laos,Attapu,14.8,106.8333,19200
France,Noisiel,48.8547,2.6289,15676
United States,Morristown,40.7966,-74.4772,19261
United Kingdom,Baildon,53.851,-1.763,15360
United States,Sherrelwood,39.839,-105.0014,19208
United States,Mineola,40.7469,-73.6392,19207
Italy,Sant’Arpino,40.9575,14.2492,14606
United Kingdom,Harrow Weald,51.604,-0.339,11376
United States,Evergreen Park,41.7213,-87.7013,19147
United Kingdom,Addlestone,51.3695,-0.4901,15883
France,Saint-Jean-de-la-Ruelle,47.9131,1.8733,16445
United Kingdom,Pemberton,53.536,-2.6738,13982
Lebanon,Baabda,33.8333,35.5333,9000
Tanzania,Bububu,-6.1658,39.1992,15666
United Kingdom,West Wickham,51.3765,-0.0193,14276
Switzerland,Binningen,47.5333,7.5667,15580
Mexico,Apaxco de Ocampo,19.9733,-99.17,13836
France,Le Vésinet,48.8939,2.1322,15865
Chad,Mao,14.1194,15.3133,19004
United Kingdom,Saltash,50.408,-4.212,16184
France,Montmagny,48.9736,2.3458,14145
Mexico,Grajales,19.25,-97.7833,14159
Mongolia,Dzuunmod,47.7069,106.9494,18048
United Kingdom,Wellington,50.9755,-3.2243,14549
United States,Bellaire,29.704,-95.4622,18971
Namibia,Keetmanshoop,-26.5833,18.1333,18900
Paraguay,Paraguarí,-25.62,-57.16,18881
France,Hendaye,43.3586,-1.7744,16805
United Kingdom,Hazel Grove,53.375,-2.111,15265
United Kingdom,Northenden,53.4075,-2.2583,15200
Haiti,Hinche,19.143,-72.004,18590
Libya,H?n,29.1167,15.9333,18878
Papua New Guinea,Kimbe,-5.55,150.143,18847
France,Saint-Leu-la-Forêt,49.0169,2.2464,15829
Vietnam,?ông Hà,16.8056,107.0906,17662
Mexico,Puréparo de Echaíz,19.9,-102,15255
Lithuania,Visaginas,55.6,26.4333,18514
France,Marly-le-Roi,48.8669,2.0942,16335
Spain,Albal,39.3972,-0.4156,16577
"Gambia, The",Mansa Konko,13.3773,-15.6786,18672
Morocco,Bou Djeniba,32.9,-6.7833,16030
Sweden,Härnösand,62.6323,17.9379,18502
Mexico,Tlaltetela,19.3167,-96.9,15818
United Kingdom,Prestwick,55.4956,-4.6142,14750
United States,Point Pleasant,40.0772,-74.0702,18772
Spain,Masamagrell,39.5703,-0.33,16163
Uganda,Pakwach,2.45,31.5,17541
United States,Hawthorne,40.9579,-74.1581,18753
Mexico,La Crucecita,15.7753,-96.1425,13044
Rwanda,Rwamagana,-1.9525,30.4378,18009
Ukraine,Hostomel,50.5692,30.2653,16190
United Kingdom,Buckley,53.172,-3.086,15665
United Kingdom,Rock Ferry,53.373,-3.008,14298
Azerbaijan,?hm?dli,40.3839,49.9475,10974
United Kingdom,Banstead,51.322,-0.204,16666
Mexico,Juchique de Ferrer,19.8333,-96.7,16360
Azerbaijan,Siy?z?n,41.0783,49.1061,18655
United Kingdom,Hythe,51.0716,1.084,14516
United States,Bellwood,41.8829,-87.8762,18672
Mexico,Vicente Guerrero,23.75,-103.9833,15982
United States,North Valley Stream,40.684,-73.7077,18661
Slovenia,Ptuj,46.4186,15.8714,17959
Kosovo,Leposaviq,43.1,20.8,18600
Morocco,Goulmima,31.6944,-4.9592,16419
Azerbaijan,Sabirabad,40.0053,48.4719,18612
United Kingdom,Clitheroe,53.8711,-2.3916,16279
United States,Seabrook,38.9802,-76.8502,18616
United Kingdom,Bromborough,53.336,-2.978,14850
United States,Avenel,40.5839,-74.272,18592
United States,Sudley,38.7878,-77.4961,18575
France,Jouy-le-Moutier,49.0108,2.0386,16214
Cabo Verde,Tarrafal,15.2787,-23.7516,18561
Mongolia,Tsetserleg,47.4769,101.4503,18519
Italy,Casandrino,40.9333,14.25,14125
United States,Winthrop,42.3751,-70.9847,18544
Mexico,Cerritos,22.4275,-100.2783,14804
France,Carrières-sous-Poissy,48.9478,2.0386,16248
United States,North Massapequa,40.7031,-73.4678,18505
France,Lognes,48.8361,2.6278,14268
Moldova,Stra?eni,47.1414,28.6103,18376
Cyprus,Mésa Geitoniá,34.7024,33.0453,14477
Mexico,Tingüindín,19.7333,-102.483,14532
Mexico,Oteapan,18,-94.6667,16222
France,Beausoleil,43.7419,7.4236,13576
Brazil,Pedreiras,-4.5696,-44.67,13638
Mexico,Huixcolotla,18.9219,-97.7708,14810
Mexico,Izamal,20.9314,-89.0178,15101
Spain,Ermúa,43.1875,-2.5008,15847
United States,Bryn Mawr-Skyway,47.4949,-122.2411,18414
United Kingdom,Melksham,51.371,-2.138,14677
United Kingdom,Yiewsley,51.513,-0.471,12979
Mexico,Coquimatlán,19.2038,-103.8086,13358
United States,North Amityville,40.7005,-73.4118,18382
Italy,Carugate,45.55,9.3333,15482
United Kingdom,Bidston,53.402,-3.078,15216
United Kingdom,Forfar,56.6442,-2.8884,14048
Malta,?abbar,35.8772,14.5381,15404
United States,Brookfield,41.8245,-87.847,18310
United States,Rutherford,40.8203,-74.1057,18303
Guyana,Bartica,6.4104,-58.63,11524
United Kingdom,Bebington,53.35,-3.003,15768
Switzerland,Wallisellen,47.4122,8.5922,15855
United States,Merrifield,38.8731,-77.2426,18291
Spain,Arenys de Mar,41.5819,2.5503,15941
Mexico,Madera,29.19,-108.1414,15447
United States,Idylwood,38.8896,-77.2055,18273
New Zealand,Richmond,-41.3333,173.1833,17250
Senegal,Kédougou,12.5556,-12.1807,18226
United States,Hyattsville,38.9612,-76.9548,18230
United Kingdom,Pendlebury,53.5075,-2.3154,13069
Paraguay,Filadelfia,-22.3333,-60.0167,18210
Malawi,Dedza,-14.3667,34.3333,15608
United Kingdom,Gornalwood,52.523,-2.124,12992
United Kingdom,Llantrisant,51.5423,-3.3785,15313
United States,Iselin,40.5702,-74.317,18175
Thailand,Sing Buri,14.8911,100.4031,17843
Latvia,Salaspils,56.8614,24.35,17905
